FlightHour,HourlyAvgTemperature,HourlyAvgDewPoint,HourlyAvgRelativeHumidity,HourlyAvgWindSpeed,HourlyAvgVisibility
2022-01-12 22,50.0,23.0,34.39,4.0,10.0
2022-01-12 23,47.0,25.0,41.99,0.0,10.0
2022-01-13 00,46.0,26.1,45.47,3.0,10.0
2022-01-13 01,45.0,26.1,47.23,0.0,10.0
2022-01-13 02,44.0,26.1,48.88,3.0,10.0
2022-01-13 03,42.0,27.0,54.78,4.0,10.0
2022-01-13 04,41.0,27.0,57.15,0.0,10.0
2022-01-13 05,39.0,27.0,61.78,5.0,10.0
2022-01-13 06,40.0,27.0,59.65,3.0,10.0
2022-01-13 07,38.0,28.0,67.2,4.0,10.0
2022-01-13 08,38.0,28.0,67.2,3.0,10.0
2022-01-13 09,39.0,28.9,66.79,6.0,10.0
2022-01-13 10,40.0,28.9,64.49,3.0,10.0
2022-01-13 11,40.0,30.0,67.45,6.0,10.0
2022-01-13 12,38.0,28.9,69.73,4.0,10.0
2022-01-13 13,42.0,30.9,64.24,4.0,10.0
2022-01-13 14,47.0,32.0,55.94,5.0,10.0
2022-01-13 15,54.0,30.9,41.11,8.0,10.0
2022-01-13 16,56.0,30.9,38.36,10.0,10.0
2022-01-13 17,56.0,32.0,40.1,12.0,10.0
2022-01-13 18,58.0,32.0,37.31,9.0,10.0
2022-01-13 19,58.0,30.0,34.41,15.0,10.0
2022-01-13 20,58.0,30.9,35.69,7.0,10.0
2022-01-13 21,57.0,32.0,38.54,8.0,10.0
2022-01-13 22,56.0,30.0,36.98,10.0,10.0
2022-01-13 23,55.0,30.9,39.63,14.0,10.0
2022-01-14 00,52.0,36.0,54.26,17.0,10.0
2022-01-14 01,51.0,36.0,56.1,11.0,10.0
2022-01-14 02,50.0,34.0,53.97,7.0,10.0
2022-01-14 03,48.0,36.0,62.97,10.0,10.0
2022-01-14 04,45.0,36.0,70.53,7.0,10.0
2022-01-14 05,44.0,35.0,70.43,7.0,10.0
2022-01-14 06,43.0,35.0,73.45,6.0,10.0
2022-01-14 07,43.0,34.0,70.3,8.0,10.0
2022-01-14 08,41.0,34.0,75.94,9.0,10.0
2022-01-14 09,41.0,34.0,75.94,9.0,10.0
2022-01-14 10,40.0,33.0,76.44,10.0,10.0
2022-01-14 11,39.0,33.0,79.17,9.0,10.0
2022-01-14 12,39.0,32.0,75.75,9.0,10.0
2022-01-14 13,41.0,33.0,73.25,10.0,10.0
2022-01-14 14,44.0,33.0,65.02,11.0,10.0
2022-01-14 15,48.0,32.0,53.67,12.0,10.0
2022-01-14 16,50.0,32.0,49.81,8.0,10.0
2022-01-14 17,53.0,32.0,44.42,7.0,10.0
2022-01-14 18,55.0,33.0,43.31,10.0,10.0
2022-01-14 19,55.0,30.9,39.63,8.0,10.0
2022-01-14 20,55.0,30.9,39.63,7.0,10.0
2022-01-14 21,53.0,32.0,44.42,8.0,10.0
2022-01-14 22,50.0,30.9,47.64,8.0,10.0
2022-01-14 23,47.0,30.9,53.5,5.0,10.0
2022-01-15 00,45.0,30.9,57.5,5.0,10.0
2022-01-15 01,46.0,30.9,55.36,4.0,10.0
2022-01-15 02,43.0,32.0,64.88,6.0,10.0
2022-01-15 03,44.0,32.0,62.21,0.0,10.0
2022-01-15 04,42.0,32.0,67.17,4.0,10.0
2022-01-15 05,41.0,32.0,70.08,3.0,10.0
2022-01-15 06,42.0,33.0,70.2,4.0,10.0
2022-01-15 07,42.0,32.0,67.17,3.0,10.0
2022-01-15 08,42.0,33.0,70.2,4.0,10.0
2022-01-15 09,41.0,33.0,73.25,3.0,10.0
2022-01-15 10,40.0,33.0,76.44,4.0,10.0
2022-01-15 11,40.0,34.0,79.25,6.0,10.0
2022-01-15 12,41.0,33.0,73.25,7.0,10.0
2022-01-15 13,41.0,33.0,73.25,9.0,10.0
2022-01-15 14,43.0,33.0,67.82,8.0,10.0
2022-01-15 15,45.0,33.0,62.83,10.0,10.0
2022-01-15 16,45.0,33.0,62.83,9.0,10.0
2022-01-15 17,46.0,33.0,60.49,10.0,10.0
2022-01-15 18,47.0,33.0,58.47,9.0,10.0
2022-01-15 19,46.0,33.0,60.49,12.0,10.0
2022-01-15 20,46.0,33.0,60.49,11.0,10.0
2022-01-15 21,45.0,33.0,62.83,15.0,10.0
2022-01-15 22,44.0,33.0,65.02,13.0,10.0
2022-01-15 23,44.0,32.0,62.21,11.0,10.0
2022-01-16 00,44.0,33.0,65.02,10.0,10.0
2022-01-16 01,42.0,35.0,76.04,13.0,9.0
2022-01-16 02,41.0,36.0,82.22,11.0,8.0
2022-01-16 03,40.0,37.0,89.27,15.0,6.0
2022-01-16 04,40.0,37.0,89.27,18.0,6.0
2022-01-16 05,40.0,37.0,89.27,18.0,6.5
2022-01-16 06,39.0,37.0,92.45,17.5,6.0
2022-01-16 07,39.0,36.0,88.87,23.0,6.0
2022-01-16 08,38.0,35.0,89.53,24.0,5.0
2022-01-16 09,37.0,35.0,92.76,19.0,4.0
2022-01-16 10,37.0,34.0,88.78,23.0,7.0
2022-01-16 11,36.0,33.0,89.09,23.0,5.0
2022-01-16 12,36.0,33.0,89.09,26.0,4.0
2022-01-16 13,35.87,33.27,90.42,20.33,4.17
2022-01-16 14,35.53,32.67,89.33,11.67,2.17
2022-01-16 15,35.2,32.33,89.08,11.67,2.17
2022-01-16 16,35.0,32.5,90.32,13.0,2.0
2022-01-16 17,34.93,32.8,91.9,8.0,2.75
2022-01-16 18,34.0,31.34,89.88,9.2,2.8
2022-01-16 19,34.0,32.0,92.29,6.8,1.6
2022-01-16 20,34.0,31.63,90.95,7.67,2.67
2022-01-16 21,34.17,32.0,91.63,8.33,3.0
2022-01-16 22,35.3,32.9,90.7,11.5,8.5
2022-01-16 23,35.15,32.0,87.9,12.0,9.75
2022-01-17 00,35.3,32.5,89.46,7.5,10.0
2022-01-17 01,36.0,34.0,92.35,11.0,10.0
2022-01-17 02,37.0,33.0,85.64,15.0,10.0
2022-01-17 03,37.0,33.0,85.64,17.0,9.0
2022-01-17 04,36.0,32.0,85.23,16.0,10.0
2022-01-17 05,36.0,30.9,81.53,16.5,10.0
2022-01-17 06,35.0,30.0,81.46,15.0,10.0
2022-01-17 07,34.0,27.0,75.26,14.0,10.0
2022-01-17 08,34.0,26.1,72.52,11.0,10.0
2022-01-17 09,34.0,27.0,75.26,13.0,10.0
2022-01-17 10,34.0,27.0,75.26,13.0,10.0
2022-01-17 11,35.0,27.0,72.04,11.0,10.0
2022-01-17 12,34.0,26.1,72.52,13.0,10.0
2022-01-17 13,35.0,27.0,72.04,15.0,10.0
2022-01-17 14,35.0,28.0,75.06,9.0,10.0
2022-01-17 15,36.0,28.0,72.43,13.0,10.0
2022-01-17 16,36.0,28.0,72.43,19.0,10.0
2022-01-17 17,36.0,28.9,75.15,18.0,10.0
2022-01-17 18,37.0,28.9,72.24,16.0,10.0
2022-01-17 19,37.0,28.9,72.24,12.0,10.0
2022-01-17 20,37.0,28.0,69.63,15.0,10.0
2022-01-17 21,37.0,28.9,72.24,11.0,10.0
2022-01-17 22,37.0,27.0,66.82,11.0,10.0
2022-01-17 23,37.0,28.0,69.63,12.0,10.0
2022-01-18 00,36.0,27.0,69.51,12.0,10.0
2022-01-18 01,36.0,27.0,69.51,14.0,10.0
2022-01-18 02,36.0,27.0,69.51,11.0,10.0
2022-01-18 03,36.0,27.0,69.51,9.0,10.0
2022-01-18 04,36.0,27.0,69.51,8.0,10.0
2022-01-18 05,35.0,25.0,66.31,9.0,10.0
2022-01-18 06,34.0,24.1,66.72,9.5,10.0
2022-01-18 07,33.0,25.0,71.82,8.0,10.0
2022-01-18 08,30.9,24.1,75.59,6.0,10.0
2022-01-18 09,30.0,24.1,78.4,6.0,10.0
2022-01-18 10,30.0,24.1,78.4,6.0,10.0
2022-01-18 11,30.0,25.0,81.4,6.0,10.0
2022-01-18 12,30.0,25.0,81.4,6.0,10.0
2022-01-18 13,33.0,26.1,75.18,7.0,10.0
2022-01-18 14,38.0,27.0,64.49,8.0,10.0
2022-01-18 15,42.0,28.0,57.08,8.0,10.0
2022-01-18 16,45.0,28.0,51.08,4.0,10.0
2022-01-18 17,49.0,27.0,42.32,6.0,10.0
2022-01-18 18,51.0,28.0,40.63,3.0,10.0
2022-01-18 19,53.0,28.0,37.74,6.0,10.0
2022-01-18 20,55.0,27.0,33.79,5.0,10.0
2022-01-18 21,55.0,27.0,33.79,0.0,10.0
2022-01-18 22,51.0,27.0,38.99,4.0,10.0
2022-01-18 23,48.0,28.0,45.61,3.0,10.0
2022-01-19 00,45.0,28.9,53.0,3.0,10.0
2022-01-19 01,44.0,30.0,57.37,0.0,10.0
2022-01-19 02,43.0,28.9,57.21,3.0,10.0
2022-01-19 03,41.0,28.9,61.79,0.0,10.0
2022-01-19 04,40.0,30.9,69.96,0.0,10.0
2022-01-19 05,39.0,30.0,69.85,3.0,10.0
2022-01-19 06,40.0,30.0,67.45,0.0,10.0
2022-01-19 07,39.0,30.9,72.45,0.0,10.0
2022-01-19 08,38.0,30.9,75.64,0.0,10.0
2022-01-19 09,38.0,30.0,72.93,0.0,10.0
2022-01-19 10,39.0,30.0,69.85,0.0,10.0
2022-01-19 11,38.0,28.9,69.73,0.0,10.0
2022-01-19 12,36.0,30.9,81.53,5.0,9.0
2022-01-19 13,39.0,30.9,72.45,3.0,10.0
2022-01-19 14,46.0,34.0,62.71,5.0,10.0
2022-01-19 15,53.0,34.0,48.13,9.0,10.0
2022-01-19 16,57.0,33.0,40.28,10.0,10.0
2022-01-19 17,58.0,33.0,39.0,7.0,10.0
2022-01-19 18,60.0,27.0,28.13,8.0,10.0
2022-01-19 19,61.0,27.0,27.24,8.0,10.0
2022-01-19 20,62.0,27.0,26.2,10.0,10.0
2022-01-19 21,60.0,28.9,30.41,6.0,10.0
2022-01-19 22,58.0,32.0,37.31,6.0,10.0
2022-01-19 23,57.0,34.0,41.76,6.0,10.0
2022-01-20 00,55.0,30.0,38.21,7.0,10.0
2022-01-20 01,54.0,28.9,37.89,7.0,10.0
2022-01-20 02,53.0,30.0,40.96,6.0,10.0
2022-01-20 03,52.0,30.9,44.24,5.0,10.0
2022-01-20 04,52.0,32.0,46.25,5.0,10.0
2022-01-20 05,52.0,32.0,46.25,8.0,10.0
2022-01-20 06,53.0,33.0,46.42,9.0,10.0
2022-01-20 07,50.0,41.0,71.07,11.0,10.0
2022-01-20 08,51.0,47.0,85.48,7.0,8.0
2022-01-20 09,51.0,49.0,92.14,10.0,9.0
2022-01-20 10,50.0,47.0,89.04,13.0,8.0
2022-01-20 11,50.0,47.85,92.21,5.5,7.0
2022-01-20 12,51.0,48.5,90.62,3.5,6.0
2022-01-20 13,51.0,49.0,92.14,4.0,3.0
2022-01-20 14,52.0,50.0,92.86,6.33,2.33
2022-01-20 15,48.67,46.33,91.83,11.0,4.33
2022-01-20 16,45.0,42.0,89.49,14.0,8.0
2022-01-20 17,42.0,39.0,88.67,12.0,6.0
2022-01-20 18,42.0,39.0,88.67,12.0,7.0
2022-01-20 19,40.0,38.0,92.48,9.0,3.0
2022-01-20 20,40.0,36.0,85.81,10.0,8.0
2022-01-20 21,39.5,35.5,85.78,14.5,10.0
2022-01-20 22,39.0,34.0,82.08,15.0,10.0
2022-01-20 23,38.0,33.0,82.66,13.0,10.0
2022-01-21 00,36.0,30.9,81.53,15.0,10.0
2022-01-21 01,35.0,30.0,81.46,15.0,10.0
2022-01-21 02,34.0,28.9,81.37,13.0,10.0
2022-01-21 03,33.0,28.0,81.3,12.0,9.0
2022-01-21 04,32.0,28.9,88.17,9.0,4.0
2022-01-21 05,31.45,28.9,90.18,10.5,2.25
2022-01-21 06,30.9,28.9,92.18,11.0,3.0
2022-01-21 07,30.67,28.73,92.43,9.0,2.83
2022-01-21 08,30.9,28.0,88.84,9.0,3.0
2022-01-21 09,30.9,28.9,92.18,6.0,7.0
2022-01-21 10,30.9,28.0,88.84,8.0,6.0
2022-01-21 11,30.9,28.0,88.84,9.0,8.0
2022-01-21 12,31.27,28.0,87.55,8.67,8.0
2022-01-21 13,31.63,28.9,89.51,6.67,2.67
2022-01-21 14,32.0,30.1,92.6,7.5,2.0
2022-01-21 15,33.0,30.45,89.87,6.5,2.5
2022-01-21 16,35.0,32.0,88.33,5.0,4.0
2022-01-21 17,36.0,32.0,85.23,10.0,5.0
2022-01-21 18,38.0,33.0,82.66,5.0,7.0
2022-01-21 19,38.0,33.0,82.66,8.0,9.5
2022-01-21 20,38.0,33.0,82.66,8.0,8.0
2022-01-21 21,38.0,33.0,82.66,6.0,9.0
2022-01-21 22,36.0,33.0,89.09,5.0,6.0
2022-01-21 23,35.0,31.45,86.41,6.5,3.0
2022-01-22 00,34.5,30.9,86.38,8.0,6.0
2022-01-22 01,34.0,30.9,88.27,8.0,6.0
2022-01-22 02,33.0,30.0,88.23,10.0,6.0
2022-01-22 03,33.0,30.0,88.23,6.0,6.0
2022-01-22 04,33.0,30.0,88.23,7.0,6.0
2022-01-22 05,33.0,30.0,88.23,5.0,7.0
2022-01-22 06,33.0,29.45,86.3,4.0,7.0
2022-01-22 07,33.0,28.9,84.36,4.0,7.0
2022-01-22 08,33.0,28.9,84.36,6.0,7.0
2022-01-22 09,33.0,28.9,84.36,8.0,7.0
2022-01-22 10,33.0,28.0,81.3,5.0,8.0
2022-01-22 11,33.27,28.13,80.99,6.0,7.33
2022-01-22 12,33.0,28.0,81.3,6.0,7.0
2022-01-22 13,33.0,28.0,81.3,4.0,7.0
2022-01-22 14,34.87,29.7,81.11,0.0,6.0
2022-01-22 15,36.0,28.9,75.15,4.0,9.0
2022-01-22 16,38.0,28.9,69.73,5.0,10.0
2022-01-22 17,40.0,28.0,61.96,5.5,10.0
2022-01-22 18,43.0,27.0,52.91,4.0,10.0
2022-01-22 19,45.0,26.1,47.23,,10.0
2022-01-22 20,45.0,25.0,45.12,7.0,10.0
2022-01-22 21,45.0,26.1,47.23,6.0,10.0
2022-01-22 22,42.0,23.0,46.37,6.0,10.0
2022-01-22 23,40.0,24.1,52.88,6.0,10.0
2022-01-23 00,37.0,24.1,59.24,6.0,10.0
2022-01-23 01,35.0,24.1,63.86,4.0,10.0
2022-01-23 02,34.0,24.1,66.72,0.0,10.0
2022-01-23 03,32.0,24.1,72.3,5.0,10.0
2022-01-23 04,30.9,23.0,72.18,6.0,10.0
2022-01-23 05,30.0,21.9,71.48,5.0,10.0
2022-01-23 06,28.9,21.9,74.76,6.0,10.0
2022-01-23 07,28.9,21.0,71.96,5.0,10.0
2022-01-23 08,28.0,21.0,74.67,7.0,10.0
2022-01-23 09,28.0,21.0,74.67,6.0,10.0
2022-01-23 10,27.0,19.0,71.45,5.0,10.0
2022-01-23 11,26.1,19.9,77.06,6.0,10.0
2022-01-23 12,26.1,19.0,74.16,6.0,10.0
2022-01-23 13,28.9,21.0,71.96,6.0,10.0
2022-01-23 14,32.0,21.9,65.92,6.0,10.0
2022-01-23 15,38.0,21.9,52.13,8.0,10.0
2022-01-23 16,43.0,21.0,41.17,9.0,10.0
2022-01-23 17,48.0,21.0,34.05,10.0,10.0
2022-01-23 18,50.0,21.9,32.83,11.0,10.0
2022-01-23 19,50.0,24.1,36.01,10.0,10.0
2022-01-23 20,51.0,25.0,35.89,9.0,10.0
2022-01-23 21,51.0,26.1,37.57,6.0,10.0
2022-01-23 22,47.0,25.0,41.99,9.0,10.0
2022-01-23 23,43.0,26.1,50.98,7.0,10.0
2022-01-24 00,42.0,24.1,48.56,8.0,10.0
2022-01-24 01,41.0,23.0,48.39,7.0,10.0
2022-01-24 02,41.0,21.9,46.19,8.0,10.0
2022-01-24 03,38.0,21.9,52.13,6.0,10.0
2022-01-24 04,37.0,21.9,54.01,7.0,10.0
2022-01-24 05,38.0,21.9,52.13,9.0,10.0
2022-01-24 06,37.0,21.9,54.01,7.0,10.0
2022-01-24 07,37.0,23.0,56.57,7.0,10.0
2022-01-24 08,36.0,23.0,58.85,6.0,10.0
2022-01-24 09,36.0,23.0,58.85,7.0,10.0
2022-01-24 10,35.0,23.0,60.99,7.0,10.0
2022-01-24 11,33.0,23.0,66.06,4.0,10.0
2022-01-24 12,33.0,23.0,66.06,5.0,10.0
2022-01-24 13,39.0,25.0,56.86,5.0,10.0
2022-01-24 14,43.0,26.1,50.98,6.0,10.0
2022-01-24 15,48.0,27.0,43.77,6.0,10.0
2022-01-24 16,52.0,28.9,40.78,9.0,10.0
2022-01-24 17,55.0,28.9,36.54,8.0,10.0
2022-01-24 18,56.0,28.9,35.36,11.0,10.0
2022-01-24 19,59.0,30.0,33.08,6.0,10.0
2022-01-24 20,59.0,28.9,31.63,8.0,10.0
2022-01-24 21,59.0,28.9,31.63,9.0,10.0
2022-01-24 22,55.0,30.0,38.21,6.0,10.0
2022-01-24 23,53.0,30.0,40.96,4.0,10.0
2022-01-25 00,52.0,30.9,44.24,6.0,10.0
2022-01-25 01,50.0,30.9,47.64,6.0,10.0
2022-01-25 02,50.0,30.9,47.64,6.0,10.0
2022-01-25 03,50.0,30.0,45.93,5.0,10.0
2022-01-25 04,49.0,30.9,49.63,5.0,10.0
2022-01-25 05,50.0,30.9,47.64,6.0,10.0
2022-01-25 06,50.0,30.9,47.64,6.0,10.0
2022-01-25 07,49.0,30.9,49.63,6.0,10.0
2022-01-25 08,48.0,32.0,53.67,5.0,10.0
2022-01-25 09,48.0,32.0,53.67,5.0,10.0
2022-01-25 10,47.0,33.0,58.47,6.0,10.0
2022-01-25 11,48.0,33.0,56.1,6.0,10.0
2022-01-25 12,48.0,33.0,56.1,5.0,10.0
2022-01-25 13,49.0,34.0,56.23,3.0,10.0
2022-01-25 14,51.0,34.0,51.81,6.0,10.0
2022-01-25 15,53.0,35.0,50.28,5.0,10.0
2022-01-25 16,55.0,36.0,48.62,5.0,10.0
2022-01-25 17,58.0,38.0,47.18,3.0,10.0
2022-01-25 18,59.0,38.0,45.36,8.0,10.0
2022-01-25 19,59.0,39.0,47.35,5.0,10.0
2022-01-25 20,59.0,39.0,47.35,8.0,10.0
2022-01-25 21,58.0,40.0,51.02,6.0,10.0
2022-01-25 22,57.0,40.0,52.7,6.0,10.0
2022-01-25 23,53.0,40.0,60.73,6.0,10.0
2022-01-26 00,52.0,39.0,61.06,4.0,10.0
2022-01-26 01,50.0,39.0,65.75,4.0,10.0
2022-01-26 02,48.0,38.0,67.87,6.0,10.0
2022-01-26 03,46.0,36.0,67.9,11.0,10.0
2022-01-26 04,43.0,33.0,67.82,16.0,10.0
2022-01-26 05,40.0,32.0,73.14,12.0,10.0
2022-01-26 06,38.0,30.0,72.93,10.0,10.0
2022-01-26 07,36.0,27.0,69.51,11.0,10.0
2022-01-26 08,34.0,26.1,72.52,12.0,10.0
2022-01-26 09,33.0,25.0,71.82,9.0,10.0
2022-01-26 10,32.0,24.1,72.3,10.0,10.0
2022-01-26 11,30.9,23.0,72.18,9.0,10.0
2022-01-26 12,30.9,23.0,72.18,9.0,10.0
2022-01-26 13,32.0,21.9,65.92,9.0,10.0
2022-01-26 14,37.0,21.0,51.99,13.0,10.0
2022-01-26 15,41.0,19.9,42.44,8.0,10.0
2022-01-26 16,45.0,19.0,35.02,8.0,10.0
2022-01-26 17,49.0,23.0,35.83,8.0,10.0
2022-01-26 18,50.0,23.0,34.39,9.0,10.0
2022-01-26 19,51.0,21.9,31.52,9.0,10.0
2022-01-26 20,51.0,18.0,26.69,12.0,10.0
2022-01-26 21,49.0,18.0,28.97,8.0,10.0
2022-01-26 22,47.0,17.1,30.04,8.0,10.0
2022-01-26 23,44.0,15.1,30.63,9.0,10.0
2022-01-27 00,41.0,12.0,30.11,10.0,10.0
2022-01-27 01,39.0,12.0,32.54,9.0,10.0
2022-01-27 02,37.0,12.0,35.2,7.0,10.0
2022-01-27 03,36.0,12.9,38.1,5.0,10.0
2022-01-27 04,35.0,12.9,39.49,5.0,10.0
2022-01-27 05,35.0,12.9,39.49,4.0,10.0
2022-01-27 06,35.0,15.1,43.49,6.0,10.0
2022-01-27 07,34.0,19.9,55.88,7.0,10.0
2022-01-27 08,34.0,23.0,63.72,8.0,10.0
2022-01-27 09,35.0,28.0,75.06,9.0,10.0
2022-01-27 10,34.0,27.0,75.26,8.0,10.0
2022-01-27 11,34.0,27.0,75.26,10.0,10.0
2022-01-27 12,33.0,26.1,75.18,11.0,10.0
2022-01-27 13,35.0,25.0,66.31,13.0,10.0
2022-01-27 14,39.0,21.9,49.93,11.0,10.0
2022-01-27 15,43.0,19.9,39.29,9.0,10.0
2022-01-27 16,46.0,19.9,35.04,7.0,10.0
2022-01-27 17,47.0,19.0,32.59,7.0,10.0
2022-01-27 18,49.0,21.0,32.93,7.0,10.0
2022-01-27 19,51.0,23.0,33.01,4.0,10.0
2022-01-27 20,53.0,21.9,29.28,0.0,10.0
2022-01-27 21,52.0,21.0,29.35,4.0,10.0
2022-01-27 22,50.0,21.0,31.6,4.0,10.0
2022-01-27 23,48.0,21.9,35.38,4.0,10.0
2022-01-28 00,47.0,23.0,38.62,4.0,10.0
2022-01-28 01,46.0,24.1,41.84,4.0,10.0
2022-01-28 02,44.0,24.1,44.98,3.0,10.0
2022-01-28 03,44.0,25.0,46.7,3.0,10.0
2022-01-28 04,43.0,25.0,48.7,3.0,10.0
2022-01-28 05,42.0,24.1,48.56,4.0,10.0
2022-01-28 06,42.0,23.0,46.37,3.0,10.0
2022-01-28 07,40.0,25.0,54.9,0.0,10.0
2022-01-28 08,39.0,24.1,54.77,0.0,10.0
2022-01-28 09,38.0,24.1,57.18,0.0,10.0
2022-01-28 10,37.0,25.0,61.5,0.0,10.0
2022-01-28 11,37.0,26.1,64.38,3.0,10.0
2022-01-28 12,38.0,26.1,62.14,0.0,10.0
2022-01-28 13,40.0,26.1,57.47,0.0,10.0
2022-01-28 14,42.0,24.1,48.56,3.0,10.0
2022-01-28 15,45.0,25.0,45.12,6.0,10.0
2022-01-28 16,46.0,24.1,41.84,8.0,10.0
2022-01-28 17,49.0,27.0,42.32,7.0,10.0
2022-01-28 18,50.0,28.0,42.33,14.0,10.0
2022-01-28 19,47.0,26.1,43.95,12.0,10.0
2022-01-28 20,48.0,23.0,37.06,19.0,10.0
2022-01-28 21,43.0,25.0,48.7,20.0,10.0
2022-01-28 22,40.0,21.9,48.21,16.0,10.0
2022-01-28 23,39.0,19.9,45.87,13.0,10.0
2022-01-29 00,38.0,21.0,50.18,9.0,10.0
2022-01-29 01,38.0,21.0,50.18,13.0,10.0
2022-01-29 02,36.0,23.0,58.85,15.0,10.0
2022-01-29 03,34.0,23.0,63.72,17.0,10.0
2022-01-29 04,32.98,24.78,71.88,17.75,3.38
2022-01-29 05,30.9,25.07,78.74,17.0,8.67
2022-01-29 06,30.9,21.9,68.91,14.0,10.0
2022-01-29 07,30.0,18.0,60.53,16.0,10.0
2022-01-29 08,28.9,16.0,58.06,21.0,10.0
2022-01-29 09,28.0,17.1,63.19,15.0,10.0
2022-01-29 10,27.0,14.0,57.53,14.0,10.0
2022-01-29 11,26.1,12.9,56.89,18.0,10.0
2022-01-29 12,26.1,14.0,59.71,13.0,10.0
2022-01-29 13,26.1,12.0,54.68,16.0,10.0
2022-01-29 14,27.0,10.0,48.2,17.0,10.0
2022-01-29 15,28.9,10.0,44.58,9.0,10.0
2022-01-29 16,32.0,6.0,32.96,13.0,10.0
2022-01-29 17,33.0,5.0,29.99,7.0,10.0
2022-01-29 18,36.0,6.0,28.1,15.0,10.0
2022-01-29 19,37.0,4.0,24.42,12.0,10.0
2022-01-29 20,38.0,1.0,20.61,12.0,10.0
2022-01-29 21,37.0,-4.0,16.86,13.0,10.0
2022-01-29 22,35.0,-0.9,21.05,7.0,10.0
2022-01-29 23,33.0,1.9,26.0,7.0,10.0
2022-01-30 00,32.0,1.9,27.17,5.0,10.0
2022-01-30 01,30.9,3.0,29.89,3.0,10.0
2022-01-30 02,28.9,3.0,32.43,5.0,10.0
2022-01-30 03,28.9,3.0,32.43,5.0,10.0
2022-01-30 04,28.0,4.0,35.07,0.0,10.0
2022-01-30 05,28.0,4.0,35.07,4.0,10.0
2022-01-30 06,28.0,5.0,36.89,3.0,10.0
2022-01-30 07,27.0,6.0,40.42,0.0,10.0
2022-01-30 08,26.1,8.1,45.93,4.0,10.0
2022-01-30 09,27.0,8.1,44.26,6.0,10.0
2022-01-30 10,28.9,9.0,42.63,7.0,10.0
2022-01-30 11,28.9,10.0,44.58,6.0,10.0
2022-01-30 12,28.9,10.0,44.58,5.0,10.0
2022-01-30 13,33.0,10.0,37.61,9.0,10.0
2022-01-30 14,39.0,12.9,33.86,10.0,10.0
2022-01-30 15,46.0,18.0,32.3,14.0,10.0
2022-01-30 16,49.0,21.0,32.93,13.0,10.0
2022-01-30 17,50.0,23.0,34.39,9.0,10.0
2022-01-30 18,53.0,23.0,30.67,8.0,10.0
2022-01-30 19,55.0,24.1,29.96,12.0,10.0
2022-01-30 20,56.0,24.1,29.0,14.0,10.0
2022-01-30 21,57.0,24.1,27.86,11.0,10.0
2022-01-30 22,54.0,24.1,31.07,11.0,10.0
2022-01-30 23,51.0,23.0,33.01,7.0,10.0
2022-01-31 00,50.0,23.0,34.39,5.0,10.0
2022-01-31 01,46.0,23.0,39.96,5.0,10.0
2022-01-31 02,44.0,24.1,44.98,3.0,10.0
2022-01-31 03,43.0,25.0,48.7,3.0,10.0
2022-01-31 04,45.0,26.1,47.23,4.0,10.0
2022-01-31 05,44.0,26.1,48.88,5.0,10.0
2022-01-31 06,41.0,26.1,55.07,4.0,10.0
2022-01-31 07,38.0,26.1,62.14,4.0,10.0
2022-01-31 08,39.0,27.0,61.78,3.0,10.0
2022-01-31 09,38.0,27.0,64.49,3.0,10.0
2022-01-31 10,37.0,27.0,66.82,3.0,10.0
2022-01-31 11,39.0,27.0,61.78,5.0,10.0
2022-01-31 12,40.0,28.0,62.15,3.0,10.0
2022-01-31 13,41.0,28.9,61.79,5.0,10.0
2022-01-31 14,44.0,28.9,54.85,8.0,10.0
2022-01-31 15,47.0,28.0,47.54,4.0,10.0
2022-01-31 16,50.0,26.1,39.14,6.0,10.0
2022-01-31 17,53.0,23.0,30.67,9.0,10.0
2022-01-31 18,55.0,21.9,27.31,5.0,10.0
2022-01-31 19,57.0,19.0,22.46,5.0,10.0
2022-01-31 20,58.0,19.9,22.59,6.0,10.0
2022-01-31 21,59.0,19.9,21.72,5.0,10.0
2022-01-31 22,58.0,19.0,21.74,0.0,10.0
2022-01-31 23,55.0,19.9,25.09,3.0,10.0
2022-02-01 00,50.0,21.0,31.6,5.0,10.0
2022-02-01 01,49.0,19.9,31.42,6.0,10.0
2022-02-01 02,45.0,21.0,38.14,6.0,10.0
2022-02-01 03,46.0,21.0,36.72,3.0,10.0
2022-02-01 04,43.0,23.0,44.8,0.0,10.0
2022-02-01 05,41.0,21.9,46.19,3.0,10.0
2022-02-01 06,40.0,23.0,50.5,3.0,10.0
2022-02-01 07,41.0,21.9,46.19,4.0,10.0
2022-02-01 08,39.0,21.9,49.93,5.0,10.0
2022-02-01 09,36.0,21.9,56.18,5.0,10.0
2022-02-01 10,37.0,21.9,54.01,4.0,10.0
2022-02-01 11,34.0,23.0,63.72,10.0,10.0
2022-02-01 12,36.0,24.1,61.62,11.0,10.0
2022-02-01 13,39.0,26.1,59.52,11.0,10.0
2022-02-01 14,43.0,28.0,55.14,10.0,10.0
2022-02-01 15,48.0,28.0,45.61,9.0,10.0
2022-02-01 16,52.0,28.0,39.3,7.0,10.0
2022-02-01 17,56.0,28.9,35.36,8.0,10.0
2022-02-01 18,57.0,28.0,32.75,8.0,10.0
2022-02-01 19,59.0,27.0,29.25,11.0,10.0
2022-02-01 20,60.0,28.0,29.31,9.0,10.0
2022-02-01 21,59.0,28.0,30.48,10.0,10.0
